GeneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	contrast	direction	logFC_ave	power	TF
CHEK1	0.5620794711942603	7.560807365530375	3.5507541332696695	0.0010616341646262838	0.01850579570463188	-0.9163047002097615	T1h	1	0.5620794711942603	0.8554175750142797	0
PLEKHA3	-0.7198666476313678	6.032637865344308	-3.550699379732387	0.0010617987143957768	0.01850579570463188	-0.9164467879588836	T1h	-1	-0.7198666476313678	0.8717242269110275	0
FZD5	0.5122173663792795	5.1160879160291035	3.549572812328168	0.0010651898180825368	0.0185370304730224	-0.9193700494376227	T1h	1	0.5122173663792795	NA	0
RTKN2	0.7786791487995481	5.310956100826799	3.5495123000338014	0.001065372261972677	0.01853818149144725	-0.9195270567770821	T1h	1	0.7786791487995481	0.9311173011806605	0
ACTN1	-0.666233586920078	7.838780743303148	-3.5488919905491336	0.0010672442227757848	0.018556397035866146	-0.9211364610977739	T1h	-1	-0.6670981672583602	0.8774087054338501	0
IL11RA	0.6536063046221585	5.986622547127617	3.544356798139927	0.0010810269287907588	0.018696711550488222	-0.932899076496982	T1h	1	0.6536063046221585	0.9043868903542723	0
TACC2	-0.7268029802654565	7.181766017009444	-3.5443320742604643	0.0010811025332895649	0.018696711550488222	-0.9329631816902157	T1h	-1	-0.7268029802654565	0.8030909413207374	0
CARS	-0.6355935749174524	8.45370349807942	-3.543439198573795	0.0010838363179814792	0.0187242984653806	-0.9352781288328513	T1h	-1	-0.6355935749174524	0.9317947361479308	0
SDK2	0.5179466730188427	8.345335807882522	3.542312355036307	0.001087295952886448	0.01876761565761716	-0.9381992885965564	T1h	1	0.5179466730188427	0.9984193793596182	0
LRRC1	-0.656134041991896	7.423219940848215	-3.5419293845741637	0.0010884741655860335	0.018779728832212014	-0.9391919777908431	T1h	-1	-0.656134041991896	0.9835711907606399	0
FRMD5	0.5858273094253672	6.50381828214903	3.5404711875144144	0.0010929715749413375	0.01881998473964677	-0.9429712740122005	T1h	1	0.5858273094253672	0.9941126557050666	0
UGGT1	-0.5513388075407235	7.8755949606768505	-3.5397519664585375	0.0010951963922351644	0.018841632207256025	-0.9448350513697985	T1h	-1	-0.5513388075407235	0.9930624048120221	0
PDCD10	-0.5349420142397001	8.037729380832488	-3.539420712085196	0.0010962225493432386	0.018848149112281647	-0.9456933982017359	T1h	-1	-0.7355745362730766	NA	0
CHRDL2	1.205918448590522	3.6182319566822554	3.535935039777761	0.001107076651894375	0.01895795419775402	-0.9547231742533935	T1h	1	1.205918448590522	0.870935801869507	0
SCLY	1.0168775533352807	7.793050348517205	3.5351035015847425	0.0011096812238725288	0.0189852999187434	-0.9568766857098367	T1h	1	0.6923782223360346	0.9653927590593457	0
PCLO	-2.097979062332248	4.264830932728872	-3.534919159231986	0.0011102594247154342	0.0189885128975708	-0.9573540616880658	T1h	-1	-2.097979062332248	0.9676346003609377	0
CRCP	-1.4620841478859092	4.053116840492434	-3.5343130297798924	0.0011121626293468558	0.019007063791380133	-0.9589236213184265	T1h	-1	-1.4620841478859092	0.8182243816355586	0
MAP2	1.5786085400581982	7.8895188268202885	3.534241791032361	0.0011123865200326963	0.019007593628760526	-0.9591080842017083	T1h	1	1.5786085400581982	0.954207262970415	0
SIPA1L1	-0.5755882311918921	10.097277027055979	-3.534176501884473	0.0011125917502529282	0.019009138383937207	-0.9592771398724871	T1h	-1	-0.5454023559073509	0.9162397781250186	0
PCNXL2	-0.6401067720528459	6.591109465460608	-3.5334627387950492	0.0011148377729053528	0.019025193755022794	-0.9611252172223228	T1h	-1	-0.5865443174040261	0.8506523620459143	0
SRSF2	-0.5585189885938568	8.845729708668435	-3.5329292616316015	0.0011165193303957445	0.019036949192119984	-0.9625063822177005	T1h	-1	-0.5585189885938568	0.8077290006050283	0
SLC4A1	-1.0147543669421575	6.029539676734916	-3.5320337521046516	0.001119347524299271	0.019064143665374098	-0.9648246216830278	T1h	-1	-1.0147543669421575	NA	0
TAF11	0.5453036750692402	8.657719698156312	3.531568712724516	0.0011208189257983744	0.01908054566572055	-0.9660283767976781	T1h	1	0.5453036750692402	0.8964908783739635	1
ADAM28	0.5424277204781642	7.678254183918944	3.5292449520512137	0.001128199299358899	0.01915159609947022	-0.9720423075610567	T1h	1	0.57380878828919	NA	0
TTC39A	-0.6010104673124221	6.755994644934737	-3.525197302089305	0.0011411665501612192	0.01926882011411701	-0.9825132002646919	T1h	-1	-0.5993026609866665	NA	0
SF3A2	-0.5079066210826433	6.160718127041104	-3.523431959139207	0.0011468668575784484	0.01931976243666327	-0.987078187327942	T1h	-1	-0.5079066210826433	NA	0
EFNA5	-0.7123079583710199	5.656849820293321	-3.5226966088912524	0.0011492493770857276	0.019342328286384592	-0.9889794027386074	T1h	-1	-0.7123079583710199	0.9678558268339335	0
SHH	0.503633093902125	6.120137012755942	3.521427286221741	0.0011533731554602673	0.01937507377446393	-0.9922607352271733	T1h	1	0.503633093902125	NA	0
COL5A1	0.6432436201155651	5.6500152029130195	3.520936753818158	0.0011549706058329044	0.01938639236331398	-0.9935286620228645	T1h	1	0.6432436201155651	0.9806807849518626	0
KIAA1324L	-0.8026650648428291	8.840664556536503	-3.5199077263109406	0.0011583286135327347	0.019420505016544916	-0.9961882157690969	T1h	-1	-0.7854507161845019	0.880613271389627	0
DOCK8	-0.9866638260910068	4.303698259355778	-3.5196015059783994	0.001159329707637573	0.01943273223994886	-0.9969795801908967	T1h	-1	-1.0085669706300406	0.8283424412228568	0
GNS	-0.5319840348231022	5.123309050058666	-3.519564022160545	0.0011594523066791758	0.01943273223994886	-0.9970764472689062	T1h	-1	-0.5319840348231022	0.9538540016148397	0
NDUFAF3	-0.5059789006858564	5.486561899908122	-3.5183205127767376	0.0011635265482754418	0.019476173453398776	-1.000289691429857	T1h	-1	-0.5059789006858564	NA	0
CA8	-1.0543214455566572	5.6647987744260675	-3.5174779417164936	0.0011662949703301223	0.019503275086404877	-1.0024665977339442	T1h	-1	-1.0543214455566572	0.9574298238346779	0
DHRS3	1.004591144383311	6.53128146722187	3.517406177750257	0.0011665310563949416	0.019503275086404877	-1.0026519989926834	T1h	1	1.004591144383311	0.9246733047533673	0
C1ORF144	0.5002563278672172	8.24001574209186	3.5165003088391744	0.0011695150978202858	0.01952500750011124	-1.0049921439934897	T1h	1	0.5002563278672172	NA	0
ATP6AP2	0.5128029789384341	8.115693442054813	3.515588561493878	0.0011725259110058014	0.019558755304047257	-1.0073471840018433	T1h	1	0.5128029789384341	0.996900042692295	0
SHPRH	-0.6360944499793462	8.386017417734386	-3.5151196927335606	0.0011740771296976833	0.019566067261829082	-1.0085581566087498	T1h	-1	-0.6924478494739073	0.9999748649274934	0
MORC3	-0.5515445301026105	8.777039784803582	-3.5145212755975512	0.001176059815169299	0.019574577536764302	-1.0101036085963724	T1h	-1	-0.5515445301026105	0.9128013095354204	0
DAPK1	-0.9593254856560787	5.653001410984299	-3.512438103643345	0.001182986943252848	0.019638524604859094	-1.0154825565947183	T1h	-1	-0.7732212970072845	0.9390275862071669	0
CLCN4	-0.6162497850720534	7.673729233259269	-3.5117906664248366	0.001185147827940488	0.019657774324341282	-1.0171539900751112	T1h	-1	-0.6162497850720534	NA	0
CCDC42	0.6572399779726741	6.808794300518823	3.5115236096988824	0.0011860402602871473	0.019666418864513858	-1.0178433846776986	T1h	1	0.6572399779726741	NA	0
ALKBH8	2.134708691747574	2.988896321745653	3.5114144467258446	0.0011864052397341218	0.01966751266603784	-1.0181251766205532	T1h	1	2.134708691747574	NA	0
RAB35	-0.5754836490751103	6.487907144139267	-3.5091038603799602	0.001194155905156534	0.019725869729143572	-1.0240887107336931	T1h	-1	-0.6440545430864337	0.9299845256791829	0
SCRIB	0.5131832792106916	6.235324447152283	3.509073620294263	0.0011942576647933933	0.019725869729143572	-1.0241667467524405	T1h	1	0.5463949534101662	0.9934750726572571	0
SUGCT	-0.8116586045470937	5.541245251732378	-3.5079977313078587	0.0011978835200708007	0.01974904012079462	-1.0269429209835765	T1h	-1	-0.7567968026202636	NA	0
GLRA2	-0.900618926531279	6.9496638064828336	-3.5079914838731225	0.001197904605418075	0.01974904012079462	-1.026959040383022	T1h	-1	-0.900618926531279	NA	0
NMD3	0.7951775762244342	7.470111033412009	3.5068512404784262	0.001201758951518674	0.019776461930624885	-1.029900823411107	T1h	1	0.7951775762244342	0.914693898843748	0
LDHD	0.5169817496694193	8.570763965724721	3.5065752219104276	0.0012026937623703228	0.01978040246129536	-1.0306128714348395	T1h	1	0.5169817496694193	0.8147853026733696	0
IDS	-0.5736363944396512	4.222935037266264	-3.5050951829325823	0.0012077182401528045	0.019828552286094245	-1.0344304846003318	T1h	-1	-0.5736363944396512	0.9967115772276601	0
PHOSPHO2	-0.736315742011656	5.263175088935307	-3.5049564042975803	0.001208190402561539	0.019831348155112713	-1.0347884105737295	T1h	-1	-0.736315742011656	NA	0
OGFR	-0.8734353338698417	3.6608895898921308	-3.503532399223204	0.0012130455099843133	0.019879230980581097	-1.0384606890685797	T1h	-1	-0.8734353338698417	NA	0
LIN7C	0.5086329563953917	10.341556883795109	3.5026469723430345	0.0012160737942284647	0.019910998393430485	-1.0407436998869386	T1h	1	0.5086329563953917	NA	0
TRPC7	0.6974792245158739	8.227891562202458	3.5013656840262497	0.0012204688424229417	0.019948157351143064	-1.0440469200598086	T1h	1	0.6974792245158739	NA	0
PALLD	-0.5254327199882756	9.390403849103848	-3.5008248126752908	0.0012223287046398427	0.01996530999711908	-1.0454411366939738	T1h	-1	-0.8023553732571417	0.9695856758715103	0
DPY19L1	-0.5948054255727726	8.24598310967616	-3.4998409445832497	0.0012257188565047987	0.01998920770503862	-1.047977010438644	T1h	-1	-0.5605477057220613	0.8929104995633194	0
ETFA	-0.5078547170095078	5.999225393272656	-3.499278324694515	0.0012276615547421677	0.01999497090197932	-1.0494269824754294	T1h	-1	-0.5078547170095078	0.9563631770095418	0
FKBP5	-0.6731363833144641	6.538317826110773	-3.499249427268102	0.0012277614159223185	0.01999497090197932	-1.0495014532777533	T1h	-1	-0.6466586994072738	NA	0
TMEM65	-0.5461072597180259	9.436067342818621	-3.4973487853425085	0.001234346648007007	0.02005688636951216	-1.0543988971171405	T1h	-1	-0.5461072597180259	NA	0
CACNA2D4	0.614178122353696	7.483649739109387	3.497089899086006	0.0012352462428735053	0.02006103926418817	-1.0550658782235987	T1h	1	0.614178122353696	NA	0
FAM132A	0.5175363641834734	7.6128084669298275	3.496520838573727	0.0012372258654822828	0.020070515097135755	-1.056531892481642	T1h	1	0.5175363641834734	0.9024206648683022	0
MAP2K4	-0.8277075823067044	8.715348239206579	-3.494942962251477	0.0012427308633909777	0.020112709387429203	-1.0605962169819714	T1h	-1	-0.8277075823067044	0.8247122509872643	0
ETV7	0.5502673310379	7.104959049108478	3.4940432499119476	0.0012458803621825016	0.0201458023590978	-1.0629133171027085	T1h	1	0.5502673310379	0.8286146688474997	1
GPR137B	-0.5478499898576263	9.14919870948012	-3.493932483246128	0.0012462686373349884	0.0201458023590978	-1.0631985633149634	T1h	-1	-0.6194827180927691	0.9955211132479544	0
RAX2	0.6597056881931795	6.144950637715263	3.493302546467075	0.0012484789925423774	0.0201668087670045	-1.0648206928595627	T1h	1	0.6597056881931795	NA	0
ARR3	0.611093307369269	4.542542199247737	3.492939034645613	0.0012497562145468834	0.02017147012399149	-1.0657566959403626	T1h	1	0.611093307369269	NA	0
CAPN3	-0.7483032129676594	4.691465044397022	-3.492747403206419	0.0012504300288799835	0.020177070676262746	-1.0662501069399308	T1h	-1	-0.8601441771299259	0.8946992688648336	0
POMT2	-0.5307268817951423	5.81964787519056	-3.4926365580250613	0.0012508199418874548	0.02017816136751634	-1.0665355041988045	T1h	-1	-0.5307268817951423	0.9933250484250131	0
MUSK	0.528112777069639	5.96429048623441	3.49149810169151	0.0012548313810344129	0.02021190151351065	-1.0694664771777669	T1h	1	0.528112777069639	NA	0
C15ORF40	0.6042064545196677	9.354248176748218	3.49092892358283	0.0012568415538063515	0.020223984388501877	-1.0709316615762114	T1h	1	0.5534944519681977	NA	0
SELO	-0.5245554281877354	6.0828916080534174	-3.4906014811221797	0.0012579993869140543	0.020229402021097378	-1.0717745151297802	T1h	-1	-0.5245554281877354	0.8816056379304019	0
ESCO1	-0.6151682904519387	4.9924828225226126	-3.490055861655476	0.0012599309673532076	0.020247257313197924	-1.0731788824425292	T1h	-1	-0.575297261758957	0.8342513327672726	0
DERL1	-0.6751477573591602	6.943298288286844	-3.4895766946377185	0.001261629644043579	0.02025967707705408	-1.0744121205194714	T1h	-1	-0.6751477573591602	NA	0
RUNX1T1	-0.8113192287547575	4.308501161135973	-3.4891994821048566	0.0012629684326623326	0.020269345088522538	-1.0753828994346435	T1h	-1	-0.6693716607637925	0.9980016406786623	1
SCN4B	0.6184485247920719	6.126361813538458	3.4868971096634422	0.0012711695489170843	0.020344471409742014	-1.081307090413234	T1h	1	0.586341219260416	NA	0
MORN4	0.5993655061660892	5.571368927248329	3.4867307858332244	0.001271763975411716	0.02034946263944488	-1.0817349817553144	T1h	1	0.5993655061660892	NA	0
MYOM3	0.6254472432453078	4.603682863394118	3.485907179673788	0.001274711405353939	0.02037354796828724	-1.083853678158678	T1h	1	0.6254472432453078	NA	0
PPFIBP2	-1.1631371699575892	6.3427991900234	-3.4847687084848347	0.001278796440226359	0.020400705652061823	-1.0867819536787273	T1h	-1	-1.1631371699575892	NA	0
NUP93	0.5470582201854892	6.878647832988906	3.4845951322162936	0.0012794203656148707	0.02040735540116876	-1.0872283705475914	T1h	1	0.5470582201854892	0.8194850044325402	0
MTMR10	-0.8259086784851588	7.711357557679124	-3.4843861705171437	0.001280171872774826	0.02041469320445396	-1.087765780094914	T1h	-1	-0.8259086784851588	0.8830185736243229	0
ARPC4	0.7195056545229059	8.035411358307556	3.4832327740818463	0.0012843275644524308	0.020453669093287788	-1.0907318139057223	T1h	1	0.7086611299516599	0.8965425273612166	0
IKBKE	0.631232357320834	5.11198145621702	3.4830692677887454	0.0012849177253634195	0.020455801195845592	-1.0911522423874818	T1h	1	0.631232357320834	0.8220831397802297	0
ADAMTS15	0.7345607001590144	6.774427385684092	3.482656251572647	0.0012864096290337234	0.020472444713217245	-1.0922142003204067	T1h	1	0.7345607001590144	NA	0
MITD1	-0.5883573104597151	6.122480506798493	-3.4811760726042817	0.0012917700263499776	0.02052626008813666	-1.0960195723149315	T1h	-1	-0.5883573104597151	NA	0
GCFC2	0.6088358490356671	4.23538229907828	3.4792112221033	0.0012989187710966564	0.020593887034566622	-1.1010697655019035	T1h	1	0.6088358490356671	0.8832936282661926	0
NRXN3	-0.5441514625458028	6.964893146105606	-3.478970759705323	0.0012997962528325422	0.02060390651215519	-1.101687723209361	T1h	-1	-0.5421063639830574	0.9206018879352196	0
TAF15	-0.7992834287365378	5.66589597552549	-3.4784921258299137	0.0013015445502572384	0.020613436687793116	-1.1029176894281125	T1h	-1	-0.6529728702694695	0.8994096342899445	1
C7ORF60	-0.5680076639460356	6.904863675246021	-3.47719461229521	0.001306295315900815	0.02066239956773895	-1.1062515520874188	T1h	-1	-0.5680076639460356	0.9324110480951525	0
USP9X	-0.620533357264283	8.075819641374895	-3.4745133695025867	0.0013161653114663668	0.020761184571002265	-1.113138883446526	T1h	-1	-0.6639547999411177	0.9986946506543083	0
ASPG	-0.5835034027063468	6.794433112682752	-3.474415910959985	0.0013165254134935918	0.020761184571002265	-1.1133891772934073	T1h	-1	-0.5835034027063468	0.9999979209992409	0
DNAH10	-0.5690876903881366	5.561352454485822	-3.474147410795361	0.0013175179907138222	0.020763255170226994	-1.114078723970688	T1h	-1	-0.5690876903881366	0.9570774261961531	0
GPR155	-0.9150935783980891	7.340526235264035	-3.4735346876667377	0.0013197857635661823	0.020780622032932045	-1.1156521869887497	T1h	-1	-0.9150935783980891	0.8240139505977914	0
PGF	0.534324554149503	4.953256246121137	3.473383542748174	0.0013203457475438438	0.020782606925080337	-1.1160403038745903	T1h	1	0.534324554149503	NA	0
PPP2R3C	-0.6097454852038622	7.472429433134739	-3.4732135968298237	0.0013209756605859076	0.020785730611870838	-1.1164766889992919	T1h	-1	-0.6097454852038622	NA	0
TMCO6	0.5265527279067808	5.775844517956575	3.473143923971925	0.0013212339898684914	0.020785730611870838	-1.1166555911329237	T1h	1	0.5265527279067808	NA	0
MADD	-0.5228568837537395	9.633379727908844	-3.4725162306789557	0.001323563504415923	0.02079474877534765	-1.1182672685462762	T1h	-1	-0.5228568837537395	0.8862294429573337	0
TBC1D9	-0.5328431252836285	8.767788956989792	-3.4718205951914176	0.0013261497729405102	0.02081423330141529	-1.1200532296512886	T1h	-1	-0.5328431252836285	NA	0
C5ORF22	-0.6848918081508186	4.588858552699115	-3.4710866830015523	0.001328883605834702	0.02084208949326169	-1.1219372723532546	T1h	-1	-0.6339265409515384	0.8479880691697474	0
FA2H	0.6829708021110443	8.358841994771323	3.470825521557459	0.0013298577398632434	0.020850730533270283	-1.122607658948418	T1h	1	0.6829708021110443	NA	0
ASAH1	-0.6720517632703871	8.410170894570353	-3.4682963202250403	0.0013393271999215318	0.020932590156172496	-1.1290987006274955	T1h	-1	-0.818745693392172	0.8368393232407408	1
GPBP1L1	0.7048150452529063	4.803492237830605	3.466798329101901	0.0013449662302939534	0.02098439559312662	-1.132942113502926	T1h	1	0.7048150452529063	0.9599274869950098	0
PCID2	-0.9813317675326552	5.530668695462365	-3.4661069672803713	0.001347576466154835	0.021014310064112175	-1.1347156745476168	T1h	-1	-0.7501637910386019	NA	0
ANOS1	0.7749259282022622	8.133866591713618	3.4657081838502424	0.0013490842823048455	0.021023921874745204	-1.1357386010802903	T1h	1	0.7749259282022622	NA	0
PIP5K1B	-0.7803472404767016	7.774892782969085	-3.464907671175497	0.0013521159405493798	0.02104884399629899	-1.1377918366545412	T1h	-1	-0.7803472404767016	NA	0
DMXL2	-0.5429194570961204	7.420360770654017	-3.4638276452225187	0.0013562165164813715	0.021082117285815664	-1.140561628087787	T1h	-1	-0.5429194570961204	0.94337928362067	0
ATP6V0A1	-0.5680606052068553	7.931789889310593	-3.460977154373973	0.0013670964642864096	0.02117683247405665	-1.1478698513303458	T1h	-1	-0.5680606052068553	0.8816086148461819	0
USP10	-0.9719606281834867	4.037181597321461	-3.4600563534449167	0.0013706288979869635	0.021203220230052017	-1.1502300139403019	T1h	-1	-0.9719606281834867	0.9988863377972755	0
C3ORF67	-0.6982045181781178	7.991727610378256	-3.459541427286411	0.0013726081053345174	0.021223706958888325	-1.1515497191558026	T1h	-1	-0.6600931674995381	NA	0
GOLGA1	-0.6667801136968841	6.380817656214584	-3.4595223720993595	0.0013726813998073293	0.021223706958888325	-1.1515985538811924	T1h	-1	-0.6667801136968841	0.9407510003788933	0
CD200	-0.6082101564691307	5.629422352731849	-3.459092384796118	0.00137433631512096	0.021237894464865337	-1.15270049232186	T1h	-1	-0.6082101564691307	NA	0
APBB2	-0.5228566329658744	7.865451490105337	-3.4577614868317363	0.0013794707525185885	0.02128725544331775	-1.156110789279663	T1h	-1	-0.5228566329658744	0.8303521969131437	0
ERMP1	-0.5265288386087263	5.3612734015159065	-3.4565245521691166	0.001384259184691398	0.021327875551615895	-1.1592797364866536	T1h	-1	-0.5260318024385244	0.9441841875626933	0
NF2	-0.5113063910033784	7.213225093535945	-3.456257692307285	0.0013852943437625655	0.02133297003016889	-1.1599633412658967	T1h	-1	-0.5113063910033784	0.8584162675777139	0
DLGAP4	0.5259356876579675	6.0818347988503545	3.4557363564861956	0.0013873187668635243	0.02135246636849128	-1.1612987526135825	T1h	1	0.5259356876579675	0.9561871518364163	0
YEATS2	-0.5128893541768269	7.0756213485848765	-3.455142511309388	0.0013896282114534036	0.021376325821579972	-1.162819777372249	T1h	-1	-0.5128893541768269	0.8120308499631446	1
CLIC4	-0.5093489043602206	7.818994884606918	-3.4547999303309957	0.0013909621744706286	0.021385161806175938	-1.163697176826668	T1h	-1	-0.5256620828548466	0.9931124684909417	0
SEMA3B	0.5814426802789523	6.60019443386902	3.453457642759707	0.001396200700243004	0.02142998642072765	-1.167134557199926	T1h	1	0.5814426802789523	NA	0
THEMIS	0.512430667333815	4.835173904553484	3.453094104318637	0.0013976227294403116	0.021439062734200993	-1.168065406974069	T1h	1	0.512430667333815	0.8471845748039113	0
BCOR	-0.5068954500806067	5.443138531685603	-3.4525543884522767	0.0013997364623930882	0.0214542170952482	-1.1694472747410938	T1h	-1	-0.5068954500806067	0.8567241762062949	1
USP19	0.5583495258036617	6.752407931294205	3.4522614895921295	0.001400884848958966	0.021463697601742392	-1.1701971572183583	T1h	1	0.5583495258036617	0.830355386711015	0
PCYT2	0.5118894044183282	8.484288828473835	3.4507464055883785	0.0014068395721065414	0.021505901889140686	-1.1740755896572432	T1h	1	0.5118894044183282	NA	0
NECAB2	0.5260022464696084	6.703122411510149	3.450590631362988	0.001407453184709892	0.02150869247103159	-1.1744743053531739	T1h	1	0.5260022464696084	0.969614951030346	0
TSTD2	0.5911413540881423	6.356450256055079	3.450563844553294	0.0014075587268955472	0.02150869247103159	-1.174542867287851	T1h	1	0.5911413540881423	0.9457536355727971	0
COL4A2	0.5344299198536779	7.161897896384223	3.45032134179904	0.0014085145527042808	0.021516677422276285	-1.1751635510684757	T1h	1	0.5344299198536779	0.9062474703081878	0
FLII	0.5327172809290612	6.357685178991349	3.4501349683963634	0.0014092495673792248	0.021521932718897106	-1.1756405576320814	T1h	1	0.5589622098197462	0.9343218541740048	1
NAP1L1	-0.6025063205446362	7.4242204978288235	-3.448459406574272	0.0014158741442401616	0.02156923786780549	-1.1799284423832352	T1h	-1	-0.6025063205446362	0.8301449017974815	0
PNN	-0.5707272324625166	7.5826741571828995	-3.4481448833325508	0.0014171209818519383	0.021578604001182677	-1.1807332157695223	T1h	-1	-0.5707272324625166	0.8327487774862523	0
TAGLN	0.7903335779845424	8.157105230337686	3.446577704890811	0.0014233493226045325	0.021618537487539828	-1.1847426292067285	T1h	1	0.7903335779845424	NA	0
RPL10A	0.5056925586774597	7.738456587014637	3.4460397015092785	0.0014254935219993048	0.021637034634522483	-1.1861188304398498	T1h	1	0.5056925586774597	0.9313429570670195	0
FBXO11	-0.7422337523586453	7.850134891859049	-3.4457382122715043	0.001426696453787943	0.021645807844368203	-1.1868899871354586	T1h	-1	-0.7422337523586453	0.8736902586210676	1
URB2	-0.5281137109067164	3.899340520317554	-3.4452330037766545	0.0014287144008426095	0.02166615956658369	-1.1881821473319993	T1h	-1	-0.5281137109067164	0.9616302230314747	0
NME7	0.6130732254418279	7.998664519039912	3.44405691961163	0.0014334226230761098	0.021706082539095815	-1.1911898283012095	T1h	1	0.68338227034491	0.9545931268540605	0
SLC16A7	0.5758581134466514	7.57159107988938	3.4430782763366	0.0014373517655967194	0.021743678912894072	-1.1936921932367488	T1h	1	0.5758581134466514	NA	0
STC2	0.5352685111665476	6.98582412764396	3.4430264051409964	0.0014375603105021705	0.021743678912894072	-1.1938248166992382	T1h	1	0.5352685111665476	NA	0
NPHP4	1.2753999149359139	4.171656689453194	3.442937260447988	0.0014379187789473362	0.021747431864788336	-1.194052738149784	T1h	1	1.2753999149359139	NA	0
FANCM	0.6178111992019177	5.608355869227245	3.4425383705907726	0.0014395238439231857	0.021758349356220348	-1.1950725674363314	T1h	1	0.568394752412003	NA	0
TXNRD3	-0.5196815376468127	5.741591309929841	-3.441829239074289	0.0014423815106815842	0.02177982819883308	-1.1968854376245561	T1h	-1	-0.5196815376468127	0.8352667413547495	0
SERAC1	-0.5687412238901555	8.154973796560045	-3.441691654532544	0.0014429365801364525	0.02178554713391361	-1.1972371463465192	T1h	-1	-0.58153963237406	0.8764072334238869	0
EBF3	0.5030344688486386	5.867190841526146	3.4411030666211415	0.0014453134850728002	0.02180405410992711	-1.1987416808986167	T1h	1	0.5030344688486386	NA	1
C2CD2	-0.682052557429297	6.829168263902511	-3.4399643375870337	0.0014499226947285707	0.021843725615166044	-1.2016521116784373	T1h	-1	-0.682052557429297	0.8671937798845432	0
ANXA4	-0.5758269035767274	5.6787994820848455	-3.4390669847828588	0.0014535648149450638	0.021868419510601304	-1.2039452828458792	T1h	-1	-0.5758269035767274	0.9271779029784933	0
MPHOSPH10	-0.5723462612381001	6.472782095658682	-3.43859133070923	0.0014554989251612045	0.021880418588341315	-1.2051606892832192	T1h	-1	-0.5723462612381001	0.8519682600390801	0
CDH9	0.5131092153668062	8.162771737734108	3.4372407899131323	0.0014610039657121628	0.021926722329624497	-1.2086111800748292	T1h	1	0.5131092153668062	0.8901380650170725	0
FOXL1	0.5859868967116597	8.97718724509139	3.436958752266154	0.0014621561170264	0.021926722329624497	-1.209331672023679	T1h	1	0.5859868967116597	0.8453082323700548	1
FHL1	0.5204655587876843	6.730102352848463	3.4369336340929797	0.0014622587694406788	0.021926722329624497	-1.209395837360577	T1h	1	0.5204655587876843	NA	0
FAM188A	-0.5831604237162802	7.628268749468503	-3.4356828874421117	0.001467379039396942	0.021964565471974968	-1.2125906235561503	T1h	-1	-0.5831604237162802	NA	0
FAM185A	0.5147096800992266	7.9880469036282395	3.4350871900357784	0.0014698237252832068	0.02198199568020303	-1.214112012567023	T1h	1	0.5147096800992266	0.8671848630262112	0
TMEM132A	0.5203511632427027	7.573987956423358	3.433235715499647	0.0014774469488367632	0.022045817267152077	-1.2188397736702905	T1h	1	0.5203511632427027	0.8649047471588859	0
ACTR2	-0.5333499939106066	9.13895283473795	-3.433158718761879	0.00147776479293883	0.022047221533047414	-1.2190363582979602	T1h	-1	-0.5333499939106066	NA	0
RBM39	-0.6035677111140565	8.39894836057987	-3.4328398077971274	0.0014790819618790778	0.022056606180480418	-1.2198505641940454	T1h	-1	-0.6035677111140565	0.9142628893807365	1
ISOC1	0.5419460735715127	8.974619154002239	3.4325658818464886	0.0014802142315511314	0.022060385784257654	-1.220549889657769	T1h	1	0.5419460735715127	0.8316208067488897	0
SLC35F5	-0.5951934921510054	6.500579242242362	-3.4322970518431686	0.001481326244834187	0.022065355806639212	-1.221236178352239	T1h	-1	-0.5656762073993544	0.9973320866687008	0
SMARCE1	-0.5757312740701703	8.379033405829231	-3.4322957998485473	0.0014813314255730725	0.022065355806639212	-1.2212393744722698	T1h	-1	-0.5757312740701703	0.9027884375751695	1
SEC24B	-0.5693610383634926	8.607902952111742	-3.4320333546959367	0.0014824178039225108	0.02206999888747652	-1.2219093375738073	T1h	-1	-0.5851109805103247	0.9947696413323002	0
SLC5A9	0.5166820351895893	6.056607970221386	3.430820247869422	0.0014874493273819903	0.022113031850173655	-1.2250057940083874	T1h	1	0.5166820351895893	0.8751840015880953	0
ARHGAP26	0.6685194440926345	4.679947334543191	3.4305266380686135	0.0014886695711234014	0.022126165441574995	-1.2257551515331633	T1h	1	0.6685194440926345	0.853054293471202	0
CD163	0.5165042892777167	5.442238332732399	3.430371758842409	0.001489313636362903	0.02212906277962503	-1.2261504249234836	T1h	1	0.5165042892777167	0.8176815475693793	0
KCNT1	-0.7117741196120555	6.35779584241498	-3.429567365901878	0.0014926630015935898	0.022158782389731173	-1.2282032051604315	T1h	-1	-0.7117741196120555	0.9358403531490341	0
MCTP1	-0.5217041454635858	8.369113878009653	-3.4293971878379996	0.0014933725207082092	0.022160976059586588	-1.2286374624264527	T1h	-1	-0.5333267245971589	0.8318562949757391	0
SEC13	0.5067454580994992	7.843500224701835	3.4285947866832185	0.0014967223084010042	0.02219005125706612	-1.2306848705317002	T1h	1	0.5067454580994992	NA	0
ARL6	-0.5943811325919857	7.397576632569226	-3.427713509895269	0.0015004096750960065	0.022211878645430883	-1.2329332630604464	T1h	-1	-0.5943811325919857	NA	0
GTF2I	0.6106257731176461	4.274829854656205	3.4273210787763007	0.0015020544532215847	0.02222787955088773	-1.233934375992451	T1h	1	0.6106257731176461	0.9227921527413415	1
