Ind	Individual	Group	n_Group	FisrtDate	n_Day	StartTime	Daily_SongRate	SongLen	SylperSong	RepetitionRate	slope
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	10.37524945	133	12.8189689	-0.404451582
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	8.266848087	83	10.04010224	-0.396209264
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	11.40647388	147	12.88741829	-0.440685726
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	10.08531749	124	12.29510128	0.416926951
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	10.11041951	153	15.13290322	-0.295473945
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	12.52148527	173	13.81625233	-1.063292558
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	16.7912131	245	14.59096485	-0.724684275
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	17.62189341	252	14.30039294	-1.116516027
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	21.93892288	317	14.44920526	-0.423309403
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	40.4700253	634	15.66591558	-0.94757392
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	5.790555596	96	16.57872002	-0.917431456
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	10.24681401	121	11.80854848	-0.814496302
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	22.18954653	287	12.93401826	-0.295556188
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	12.08139461	143	11.83638186	-0.467292176
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	11.06387758	122	11.02687544	-0.744441602
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	14.736642	319	21.6467225	-0.537818605
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	8.644748211	125	14.45964613	-1.294624663
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	25.15509713	385	15.30504923	-0.719692735
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	8.361734629	117	13.99231203	-0.244977326
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	10.37793654	140	13.49015765	0.062484433
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	15.32095921	262	17.10075697	-0.61491482
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	13.55728066	209	15.41607091	-1.388937587
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	16.00559878	235	14.68236229	-1.502762353
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	15.88304037	240	15.11045709	-0.30724925
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	11.76041949	167	14.20017374	-0.571392473
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	3.397154152	52	15.30692976	-0.581779504
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	19.02896124	319	16.76392084	-1.378863114
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	9.554172397	133	13.92061965	-1.520322994
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	18.34323126	216	11.77546076	-0.504628606
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	20.15994334	255	12.64884507	-0.465924332
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	14.98664582	222	14.81318787	-0.87960252
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	13.59735829	193	14.19393355	-1.113293724
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	15.1489116	212	13.99440472	-0.885296207
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	13.76043075	203	14.75244516	-0.335984949
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	8.148718834	139	17.0578962	-1.051006681
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	25.37236303	392	15.44988141	-0.432261453
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	4.434138358	79	17.81631371	-0.877126054
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	24.44365335	393	16.07779306	-1.033621962
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	6.600124717	83	12.57551994	-0.217394628
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	22.88669336	366	15.99182522	-0.562873128
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	27.28872794	419	15.35432509	-0.976124291
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	24.40657592	328	13.43900107	-0.604215818
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	31.30872363	420	13.41479151	-1.59238166
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	7.909954607	137	17.31994769	-0.009407272
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	14.01011568	282	20.12831345	-0.374286612
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	9.292793512	171	18.40135582	-1.344455798
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	8.708752751	137	15.73129975	0.402448008
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	30.42256236	396	13.01665505	-0.503273575
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	26.13836467	353	13.50505299	-0.69096848
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	6.140589595	99	16.12223036	-1.222794791
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	11.92895693	260	21.79570281	-0.846330931
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	12.80528331	196	15.30618224	-1.45545013
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	5.556564569	86	15.47718899	-0.503334607
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	25.8953855	328	12.66634938	-0.554848123
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	19.76566893	243	12.29404382	-0.512271166
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	20.85630381	270	12.94572626	-0.631554472
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	23.27784574	302	12.97370914	-1.220638897
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	7.376553297	103	13.96316082	-0.675126047
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	2.707868457	41	15.14106045	-2.06153301
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	5.89922905	96	16.27331287	-1.579958264
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	8.744580507	78	8.919810383	-1.126934084
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	10.37735194	200	19.27273944	-0.977224089
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	9.734353721	121	12.43020374	-0.34152
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	2.177669048	37	16.99064421	-0.512689159
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	3.716768742	80	21.52407254	-1.40105192
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	6.105149269	107	17.52618901	-1.335221703
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	5.173571348	98	18.94242747	-0.906631527
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	2.209727883	48	21.72213165	-0.842495516
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	9.196258545	109	11.85264632	-1.139987793
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	6.542176843	98	14.97972347	-1.443333368
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	7.280995607	120	16.48126252	-1.42034683
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	3.770430863	70	18.56551746	0.076905793
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	9.095260799	132	14.51305278	-0.822771413
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	11.51053292	157	13.63968125	-0.274414925
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	2.011644006	39	19.38712808	-0.349742202
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	1.816020429	38	20.92487474	-1.323555722
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	14.47740364	187	12.91668069	-0.859014712
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	4.285680294	89	20.76683138	-1.009280427
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	8.777040839	176	20.0523164	-1.087217419
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	4.751825392	103	21.67588063	-1.36699915
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	4.299682498	93	21.62950405	-0.985303048
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	8.600736916	125	14.53363836	-1.543340515
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	2.54760772	53	20.80383082	-0.900216974
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	15.23268473	216	14.18003483	-0.789258026
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	4.649875283	95	20.43065549	-1.707487393
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	8.983015895	123	13.69250611	-0.203476391
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	26.27101362	310	11.80007763	-0.777406277
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	13.99961472	197	14.07181583	-0.764971499
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	10.77189338	121	11.23293702	-0.407863265
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	19.03876442	272	14.2866414	-0.489474182
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	5.397142768	47	8.70831142	-2.060214735
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	2.361938834	13	5.503952859	-0.547923359
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	30.21261036	381	12.61062832	-0.577399279
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	35.03089356	457	13.04562783	-0.343405429
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	29.78035152	303	10.17449374	-0.508554985
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	5.302516937	43	8.109356464	-0.696080033
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	39.08413589	544	13.91869073	-1.377208856
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	14.55986387	182	12.50011687	-0.993168194
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	28.6100632	351	12.26841051	-0.656734716
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	27.9926191	319	11.39586113	0.032522737
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	17.61870742	203	11.52184409	0.014825136
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	4.213594079	53	12.5783355	-1.118188842
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	21.64998865	281	12.97922158	-0.995407799
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	4.432074785	38	8.573862546	-0.686996819
b9	9	T14d	2	2014/11/6	10	2014/11/16	4.4813968	20.86553723	227	10.8791831	-0.804582317
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	4.150476217	42	10.11932072	-0.659518392
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	5.525124729	85	15.38426808	-0.335323014
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	2.295181453	24	10.45668959	-1.379079816
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	8.94849205	119	13.29832997	-0.730098172
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	10.62577099	124	11.66974144	-0.666108003
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	13.07040817	202	15.45475837	-1.722463436
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	5.644671142	57	10.09801963	-0.244449961
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	10.34795916	138	13.33596295	-0.318177637
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	9.85578227	166	16.84290455	-0.49420152
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	15.71004534	210	13.36724341	-0.192681044
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	12.82395697	170	13.25643875	-0.892515468
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	8.514274478	131	15.38592635	-1.734600235
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	16.12614512	226	14.01450863	-1.310635566
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	14.8491497	196	13.19940898	-0.250408623
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	7.739013553	113	14.60134412	-0.891648101
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	9.938696146	162	16.29992482	-1.102293984
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.585793674	48	13.38615781	-1.556551215
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	11.09286851	155	13.97294126	-0.479788866
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.76758498	46	12.20941273	-0.894044953
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	6.378027201	100	15.67882934	-0.853845655
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.779886603	62	16.40260847	-0.772079208
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	26.12984127	270	10.3330134	-0.913146304
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	18.54684806	246	13.26370924	-0.628854073
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	6.066859365	152	25.05414925	-1.764730647
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	9.766689301	203	20.78493477	-1.154152093
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.732392251	41	10.98491188	0.268818824
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	12.38283443	150	12.11354321	1.065566759
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	6.979965985	68	9.74216782	-0.520644044
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	15.37248296	219	14.24623469	-0.954607617
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	15.66852611	322	20.55075236	-0.757100947
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	7.265260816	90	12.3877177	-0.770355054
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	22.78238964	375	16.46008193	-1.280964595
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.445351422	46	13.35132309	-1.177978176
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	26.23237419	470	17.9167923	-1.416576102
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	14.70672333	163	11.08336618	-1.003640011
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	7.827494323	100	12.77548036	-1.291360055
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	2.615555584	46	17.58708562	-0.413466419
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	4.43598628	91	20.51404	-1.872345042
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	8.844433069	119	13.45479117	-1.21238934
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	8.834024906	72	8.150305299	-1.120223004
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	2.925872982	29	9.911571754	-1.369989709
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	8.128956914	61	7.504037805	-0.7102115
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	5.801099777	26	4.481908776	-1.695612454
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.733888924	64	17.14030634	-1.199733447
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	2.725748301	50	18.3435866	-0.558066906
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	2.996111155	53	17.68959737	-1.420247808
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	6.806904793	70	10.28367549	-0.545905682
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	5.344535112	95	17.77516622	-1.486576473
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	11.03541934	263	23.83235215	-1.3551352
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.700544119	75	20.26728978	-1.852683297
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	23.64684808	283	11.96776835	-0.7425196
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	12.32430845	161	13.06361331	-0.707460768
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	2.49331069	41	16.4439996	-0.781669045
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.550793707	71	19.99552941	-1.234557026
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	2.473163247	41	16.57795944	-0.685142195
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	10.74173474	142	13.21946626	-0.978183913
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	10.56199545	126	11.92956394	-0.637315467
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	10.71428573	142	13.25333331	-1.239913783
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	2.256904781	44	19.49572723	-1.983977181
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	7.046269774	101	14.33382531	-1.225686224
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	10.68817461	163	15.25049936	-0.399509225
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	16.34848076	232	14.19092106	0.026457505
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	4.09523809	70	17.09302328	-0.604272293
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	11.03625846	127	11.50752318	-0.598045162
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	9.787801027	174	17.77723102	-0.805715831
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	1.707018077	40	23.4326751	-2.371662421
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	11.24784577	205	18.22571221	-1.27726438
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	5.681417227	123	21.64952777	-2.84907732
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	8.627777815	95	11.01094651	-0.721032621
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.999183655	63	15.75321502	0.016925363
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.75891161	50	13.30172273	-1.298960226
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	33.36177284	520	15.58670166	-0.672150311
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	8.474399209	135	15.93033284	-0.987781263
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	11.80021536	134	11.35572495	-0.384377275
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	5.962619007	64	10.73353839	-0.690054828
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	6.833730102	111	16.24295931	-0.284757572
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	3.884206414	62	15.96207652	-1.281780087
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	15.5911932	299	19.1774931	-1.471248714
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	2.085011303	42	20.14377569	-2.155654452
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	11.82434237	103	8.710843849	-0.792727395
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	11.69820857	137	11.71119485	-1.251500274
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	14.51433104	219	15.08853556	-0.970788675
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	32.01604319	391	12.2126272	-0.588841173
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	19.76324266	249	12.59914703	-0.120403818
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	5.710056722	73	12.78446144	-1.46149226
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	18.57801592	218	11.73429934	-0.958770947
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	13.11311787	140	10.676332	-0.483799447
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	19.83675742	278	14.01438724	-0.475432533
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	21.65831065	246	11.35822659	-0.382959827
b9	9	T14d	2	2014/11/6	11	2014/11/17	2.809042748	21.03213155	278	13.21787092	-0.341783196
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	14.48894554	178	12.28522804	-0.449468897
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	12.43625855	168	13.50888607	-0.805718852
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	11.65005666	166	14.24885774	-0.792149925
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	14.57544219	208	14.27057905	-1.027661435
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	12.5937869	171	13.57812399	-0.261265578
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	10.83719957	191	17.62447935	-1.808267185
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	10.30827665	152	14.74543273	-1.370275627
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	11.5741837	187	16.15664697	0.169384758
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	12.56866217	142	11.29794071	-1.463173751
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	18.01942182	226	12.54202284	-0.770963634
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	5.726802707	90	15.71557545	-0.822631233
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	22.42807251	327	14.57994216	-0.891816226
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	20.82582772	280	13.44484377	-1.345447251
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	22.85639215	342	14.96299144	-1.172829703
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	26.91397727	396	14.71354442	-1.016230987
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	9.611575961	152	15.81426403	0.005744135
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	16.64567292	304	18.26300454	-0.654921219
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	31.18238366	453	14.52743334	-0.934564442
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	23.85613382	324	13.58141275	-1.217411924
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	7.714954615	126	16.3319172	-0.925573589
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	11.07911569	130	11.73378848	-1.984713044
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	10.72119772	195	18.18826637	-1.749031585
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	7.906167746	87	11.00406705	-0.557174857
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	4.329138279	56	12.93559974	-0.576454592
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	7.956383228	81	10.1805051	-0.968603964
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	4.547505677	96	21.11047392	-1.507797895
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	2.69735831	68	25.20985059	-0.673856634
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	5.047573686	46	9.113289447	-0.421641149
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	5.854399443	86	14.68980736	-1.148413031
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	8.742777705	96	10.98049193	-1.789763709
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	8.324365139	93	11.17202314	-1.439521404
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	13.73044217	306	22.28624514	-0.920617748
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	14.697891	259	17.62157578	-0.855343146
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	11.10161191	256	23.05971439	-1.610495353
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	12.29859412	185	15.04236974	-1.334491573
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	15.13821298	277	18.29806467	-1.406785257
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	12.0927552	182	15.05033361	-0.882942428
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	8.606412172	219	25.4461436	-0.979195002
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	5.681961417	114	20.06349421	-1.694539877
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	8.637233615	222	25.70267402	-0.870656313
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	6.733424008	86	12.77210523	-0.319066559
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	10.45014739	151	14.44955696	-0.610863391
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	20.55513608	263	12.7948557	-0.568884601
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	8.031043053	122	15.19105292	-0.968208089
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	3.349999964	63	18.80597035	-1.215999901
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	12.28784579	189	15.3810524	-0.91227952
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	7.730408192	137	17.72222069	-0.950280216
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	16.93087304	225	13.28933242	-0.735842991
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	9.466587305	149	15.73956857	-0.628521521
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	10.58809525	183	17.28356194	-0.153854038
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	21.53505671	295	13.69859406	-1.014272302
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	13.63971657	212	15.54284497	-0.123469083
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	24.23829478	431	17.78177895	-1.346109892
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	7.147505581	122	17.06889188	-0.809734163
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	12.24764174	190	15.51319054	-1.176030387
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	20.54566896	324	15.76974693	-0.722375272
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	31.96504486	473	14.79741393	-0.590488198
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	11.54807258	161	13.94172048	-0.157944035
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	8.71603173	139	15.94762437	-0.399130673
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	23.50468254	306	13.01868253	-0.423664591
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	8.585498869	129	15.02533539	-1.049571895
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	9.184410453	140	15.24322119	-0.568994906
b9	9	T14d	2	2014/11/6	12	2014/11/18	3.22697673	13.17925173	146	11.07801892	-0.020778435
